Time,Velocity,GForce,Acceleration,Thrust,TWR,AltitudeFromTerrain,AltitudeFromSea,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,TargetDistance,TargetVelocity,StageDeltaV,VesselDeltaV,Pressure,
218,616,1.27,14.92,2307.69,1.26,146834.78,-999.67,46.93,0.06,-70.08,148821,0,5.77,827,0,0,1424,1424,0,
219,626,1.27,14.99,2307.69,1.26,146977.87,-1020.36,47.41,0.07,-70.03,148770,0,5.81,838,0,0,1415,1415,0,
220,636,1.28,15.06,2307.69,1.27,147113.23,-1019.9,47.91,0.08,-69.99,148719,0,5.83,849,0,0,1402,1402,0,
221,646,1.28,15.13,2307.69,1.27,147240.81,-1007.35,48.41,0.08,-69.94,148670,0,5.85,859,0,0,1390,1390,0,
222,657,1.29,15.2,2307.69,1.28,147360.59,-1002.46,48.92,0.09,-69.89,148621,0,5.86,871,0,0,1377,1377,0,
223,668,1.29,15.27,2307.69,1.28,147474.71,-1000.14,49.45,0.1,-69.84,148573,0,5.86,882,0,0,1365,1365,0,
224,679,1.3,15.33,2307.69,1.29,147578.66,-1010.21,49.98,0.1,-69.79,148528,0,5.84,893,0,0,1352,1352,0,
225,689,1.31,15.39,2307.69,1.3,147672.91,-1018.26,50.51,0.11,-69.74,148486,0,5.83,905,0,0,1340,1340,0,
226,701,1.31,15.45,2307.69,1.3,147761.3,-998.32,51.06,0.12,-69.69,148445,0,5.8,916,0,0,1329,1329,0,
227,712,1.32,15.51,2307.69,1.31,147843.35,-972.12,51.64,0.12,-69.63,148407,0,5.76,928,0,0,1317,1317,0,
228,724,1.32,15.57,2307.69,1.31,147915.85,-957.17,52.21,0.13,-69.58,148372,0,5.71,940,0,0,1304,1304,0,
229,736,1.33,15.62,2307.69,1.32,147980.5,-934.07,52.79,0.14,-69.52,148340,0,5.65,952,0,0,1291,1291,0,
230,748,1.33,15.67,2307.69,1.32,148037.32,-903.57,53.38,0.15,-69.47,148312,0,5.59,964,0,0,1278,1278,0,
231,760,1.34,15.71,2307.69,1.33,148085.44,-894.76,53.97,0.15,-69.41,148287,0,5.52,976,0,0,1265,1265,0,
232,772,1.35,15.76,2307.69,1.34,148126.87,-902.64,54.58,0.16,-69.35,148266,0,5.43,989,0,0,1252,1252,0,
233,785,1.35,15.8,2307.69,1.34,148160.57,-914.75,55.2,0.17,-69.29,148248,0,5.34,1001,0,0,1241,1241,0,
234,797,1.36,15.84,2307.69,1.35,148186.63,-947.24,55.84,0.17,-69.23,148235,0,5.25,1014,0,0,1228,1228,0,
235,810,1.37,15.88,2307.69,1.35,148205.09,-990.26,56.48,0.18,-69.17,148225,0,5.14,1027,0,0,1215,1215,0,
236,823,1.37,15.91,2307.69,1.36,148216.04,-992.24,57.13,0.19,-69.11,148220,0,5.02,1040,0,0,1201,1201,0,
237,836,1.38,15.94,2307.69,1.37,148219.57,-983.85,57.8,0.2,-69.05,148218,0,4.9,1053,0,0,1188,1188,0,
238,849,1.38,15.96,2307.69,1.37,148215.78,-961.16,58.47,0.2,-68.98,148220,0,4.77,1066,0,0,1174,1174,0,
239,862,1.39,15.98,2307.69,1.38,148204.77,-976.63,59.16,0.21,-68.92,148225,0,4.63,1079,0,0,1161,1161,0,
240,875,1.4,16,2307.69,1.39,148186.68,-988.8,59.85,0.22,-68.85,148234,0,4.49,1093,0,0,1150,1150,0,
241,889,1.4,16.01,2307.69,1.39,148161.64,-1000.08,60.56,0.22,-68.78,148246,0,4.34,1106,0,0,1136,1136,0,
242,902,1.41,16.02,2307.69,1.4,148129.08,-1001.92,61.29,0.23,-68.71,148262,0,4.18,1120,0,0,1123,1123,0,
243,916,1.42,16.02,2307.69,1.41,148091.3,-972.96,62,0.23,-68.65,148279,0,4.02,1133,0,0,1109,1109,0,
244,930,1.42,16.02,2307.69,1.41,148045.38,-975.53,62.76,0.24,-68.57,148299,0,3.85,1147,0,0,1095,1095,0,
245,943,1.43,16.02,2307.69,1.42,147995.12,-985.75,63.49,0.25,-68.5,148320,0,3.68,1161,0,0,1081,1081,0,
246,957,1.44,16.01,2307.69,1.43,147937.81,-1006.78,64.25,0.25,-68.43,148342,0,3.5,1175,0,0,1067,1067,0,
247,971,1.44,16,2307.69,1.43,147874.65,-1008.92,65.03,0.26,-68.36,148364,0,3.32,1188,0,0,1055,1055,0,
248,985,1.45,15.98,2307.69,1.44,147805.86,-1024.27,65.81,0.26,-68.28,148387,0,3.14,1203,0,0,1041,1041,0,
249,999,1.46,15.96,2307.69,1.45,147731.7,-1031.49,66.6,0.27,-68.21,148408,0,2.95,1217,0,0,1027,1027,0,
250,1014,1.47,15.93,2307.69,1.46,147652.41,-1032.19,67.41,0.27,-68.13,148428,0,2.76,1231,0,0,1012,1012,0,
251,1028,1.47,15.9,2307.69,1.46,147568.28,-1032.34,68.23,0.28,-68.05,148445,0,2.56,1245,0,0,998,998,0,
252,1042,1.48,15.87,2307.69,1.47,147479.58,-1032.23,69.05,0.28,-67.97,148459,0,2.37,1259,0,0,983,983,0,
253,1057,1.49,15.83,2307.69,1.48,147384.73,-1013.95,69.91,0.28,-67.89,148469,0,2.17,1274,0,0,969,969,0,
254,1071,1.49,15.78,2307.69,1.48,147289.73,-1009.65,70.74,0.29,-67.81,148473,0,1.98,1288,0,0,957,957,0,
255,1085,1.5,15.74,2307.69,1.49,147189.21,-1005.17,71.61,0.29,-67.73,148472,0,1.78,1302,0,0,942,942,0,
256,1100,1.51,15.69,2307.69,1.5,147085.41,-1000.39,72.48,0.29,-67.65,148464,0,1.59,1317,0,0,928,928,0,
257,1115,1.52,15.63,2307.69,1.51,146976.52,-1011.64,73.38,0.3,-67.56,148448,0,1.4,1332,0,0,913,913,0,
258,1129,1.53,15.57,2307.69,1.52,146867.17,-1000.19,74.28,0.3,-67.48,148424,0,1.21,1346,0,0,898,898,0,
259,1144,1.53,15.52,2307.69,1.52,146757.89,-995.28,75.17,0.3,-67.39,148391,0,1.04,1360,0,0,882,882,0,
260,1158,1.54,15.46,2307.69,1.53,146644.57,-999.28,76.09,0.3,-67.3,148348,0,0.86,1375,0,0,867,867,0,
261,1173,1.55,15.39,2307.69,1.54,146529.83,-1009.73,77.02,0.3,-67.21,148295,0,0.7,1389,0,0,855,855,0,
262,1187,1.56,15.33,2307.69,1.55,146414.04,-1027.62,77.96,0.3,-67.12,148230,0,0.55,1404,0,0,840,840,0,
263,1202,1.56,15.27,2307.69,1.55,146297.61,-1062.37,78.92,0.31,-67.03,148155,0,0.42,1419,0,0,824,824,0,
264,1217,1.57,15.2,2307.69,1.56,146178.6,-1076.94,79.9,0.31,-66.94,148066,0,0.33,1434,0,0,809,809,0,
265,1231,1.58,15.15,2307.69,1.57,146064.4,-1069.78,80.86,0.31,-66.85,147969,0,0.31,1448,0,0,793,793,0,
266,1246,1.59,15.09,2307.69,1.58,145948.42,-1073.08,81.85,0.31,-66.75,147859,0,0.34,1463,0,0,777,777,0,
267,1261,1.6,15.03,2307.69,1.59,145833.38,-1085.3,82.86,0.31,-66.66,147737,0,0.42,1477,0,0,762,762,0,
268,1275,1.61,14.99,2307.69,1.6,145719.65,-1067.57,83.87,0.3,-66.56,147605,0,0.51,1492,0,0,749,749,0,
269,1290,1.61,14.95,2307.69,1.61,145605.4,-1059.67,84.92,0.3,-66.46,147460,0,0.6,1507,0,0,733,733,0,
270,1305,1.62,14.92,2307.69,1.61,145497.65,-1060.5,85.93,0.3,-66.36,147311,0,0.68,1521,0,0,717,717,0,
271,1319,1.63,14.89,2307.69,1.62,145390.08,-1069.61,86.99,0.3,-66.26,147151,0,0.76,1536,0,0,701,701,0,
272,1334,1.64,14.88,2307.69,1.63,145285.23,-1039.51,88.05,0.3,-66.16,146984,0,0.82,1551,0,0,685,685,0,
273,1349,1.65,14.88,2307.69,1.64,145183.41,-1032.79,89.12,0.3,-66.06,146811,0,0.87,1566,0,0,668,668,0,
274,1364,1.66,14.9,2307.69,1.65,145084.9,-1027.18,90.21,0.3,-65.95,146634,0,0.9,1580,0,0,652,652,0,
275,1379,1.67,14.93,2307.69,1.66,144988.07,-1003.26,91.33,0.29,-65.85,146451,0,0.92,1596,0,0,635,635,0,
276,1393,1.68,14.98,2307.69,1.67,144898.71,-1013.92,92.42,0.29,-65.74,146275,0,0.93,1610,0,0,622,622,0,
277,1408,1.69,15.05,2307.69,1.68,144811.43,-1004.42,93.55,0.29,-65.63,146096,0,0.92,1625,0,0,605,605,0,
278,1423,1.7,15.14,2307.69,1.69,144728.2,-1026.05,94.68,0.29,-65.52,145920,0,0.89,1640,0,0,588,588,0,
279,1439,1.71,15.26,2307.69,1.7,144649.1,-1037.55,95.83,0.29,-65.41,145748,0,0.85,1655,0,0,571,571,0,
280,1454,1.72,15.39,2307.69,1.71,144574.17,-1016.5,96.99,0.29,-65.3,145583,0,0.8,1671,0,0,554,554,0,
281,1469,1.73,15.56,2307.69,1.72,144503.38,-1054.4,98.17,0.28,-65.19,145426,0,0.73,1686,0,0,537,537,0,
282,1484,1.74,15.74,2307.69,1.73,144436.65,-1045.15,99.36,0.28,-65.08,145278,0,0.65,1701,0,0,523,523,0,
283,1500,1.75,15.95,2307.69,1.74,144373.85,-1064.86,100.56,0.28,-64.96,145141,0,0.56,1717,0,0,506,506,0,
284,1516,1.76,16.18,2307.69,1.75,144313.64,-1072.5,101.79,0.28,-64.84,145012,0,0.46,1733,0,0,488,488,0,
285,1532,1.77,16.43,2307.69,1.76,144259.19,-1070.22,103,0.28,-64.73,144901,0,0.37,1749,0,0,471,471,0,
286,1548,1.78,16.71,2307.69,1.77,144206.76,-1053.36,104.24,0.28,-64.61,144799,0,0.3,1765,0,0,453,453,0,
287,1564,1.79,17,2307.69,1.78,144157.13,-1058.96,105.49,0.28,-64.49,144711,0,0.28,1781,0,0,435,435,0,
288,1580,1.8,17.3,2307.69,1.79,144109.87,-1013.93,106.76,0.28,-64.37,144635,0,0.33,1797,0,0,417,417,0,
289,1597,1.81,17.62,2307.69,1.8,144064.52,-1028.95,108.04,0.28,-64.25,144573,0,0.44,1814,0,0,403,403,0,
290,1614,1.82,17.94,2307.69,1.81,144020.59,-1025.21,109.33,0.28,-64.12,144525,0,0.56,1831,0,0,385,385,0,
291,1631,1.83,18.27,2307.69,1.82,143977.54,-1041.06,110.64,0.28,-64,144491,0,0.69,1848,0,0,367,367,0,
292,1649,1.84,18.59,2307.69,1.83,143934.82,-1048.54,111.96,0.28,-63.87,144473,0,0.82,1866,0,0,348,348,0,
293,1667,1.85,18.92,2307.69,1.84,143891.9,-1062.57,113.3,0.29,-63.75,144473,0,0.94,1883,0,0,330,330,0,
294,1685,1.86,19.22,2307.69,1.86,143848.24,-1045.34,114.65,0.29,-63.62,144494,0,1.05,1901,0,0,311,311,0,
295,1703,1.87,19.51,2307.69,1.87,143803.32,-1029.74,116.01,0.29,-63.49,144538,0,1.15,1919,0,0,292,292,0,
296,1721,1.89,19.78,2307.69,1.88,143756.71,-1067.24,117.39,0.29,-63.35,144610,0,1.23,1938,0,0,277,277,0,
297,1740,1.9,20.01,2307.69,1.89,143708.04,-1100.73,118.79,0.3,-63.22,144716,0,1.28,1956,0,0,258,258,0,
298,1759,1.91,20.2,2307.69,1.9,143655.99,-1126.89,120.23,0.3,-63.08,144864,0,1.31,1976,0,0,239,239,0,
299,1778,1.92,20.33,2307.69,1.91,143603.59,-1141.67,121.62,0.3,-62.95,145049,0,1.31,1994,0,0,220,220,0,
300,1797,1.93,20.4,2307.69,1.93,143547.75,-1137.33,123.07,0.31,-62.81,145286,0,1.28,2013,0,0,201,201,0,
301,1816,1.94,20.4,2307.69,1.94,143489.8,-1182.43,124.52,0.31,-62.67,145571,0,1.22,2032,0,0,181,181,0,
302,1835,1.96,20.31,2307.69,1.95,143430.26,-1208.5,126,0.31,-62.53,145901,0,1.14,2051,0,0,162,162,0,
303,1854,1.97,20.11,2307.69,1.96,143368.73,-1257.73,127.51,0.32,-62.39,146273,8511,1.02,2071,0,0,142,142,0,
304,1873,1.98,19.82,2307.69,1.98,143309.96,-1235.16,128.99,0.32,-62.25,146647,28118,0.89,2089,0,0,126,126,0,
305,1891,1.99,19.41,2307.69,1.99,143251.79,-1207.84,130.5,0.32,-62.1,147016,48614,0.75,2108,0,0,106,106,0,
306,1909,2.01,18.87,2307.69,2,143197.24,-1167.18,132.04,0.32,-61.96,147339,69499,0.61,2126,0,0,86,86,0,
307,1918,0.27,5.99,300,0.26,143147.21,-1155.53,133.58,0.32,-61.81,147476,79938,0.54,2135,0,0,74,74,0,
308,1920,0.26,5.73,300,0.26,143098.05,-1182.98,135.13,0.33,-61.66,147478,82642,0.52,2137,0,0,72,72,0,
309,1923,0.27,5.61,300,0.26,143049.72,-1196.13,136.68,0.33,-61.51,147462,85347,0.51,2139,0,0,69,69,0,
310,1925,0.26,5.48,300,0.26,143002.41,-1235.7,138.23,0.33,-61.36,147427,88008,0.5,2141,0,0,67,67,0,
311,1927,0.26,5.39,300,0.26,142955.34,-1170.5,139.82,0.33,-61.21,147376,90702,0.49,2144,0,0,64,64,0,
312,1929,0.26,5.32,300,0.26,142911.36,-1156.2,141.34,0.33,-61.07,147318,93278,0.48,2146,0,0,62,62,0,
313,1931,0.26,5.26,300,0.26,142867.77,-1098.54,142.9,0.33,-60.92,147252,95898,0.48,2148,0,0,59,59,0,
314,1934,0.26,5.23,300,0.26,142825.52,-1097.71,144.46,0.33,-60.77,147182,98516,0.47,2150,0,0,56,56,0,
315,1936,0.26,5.21,300,0.26,142784.64,-1077.94,146.03,0.33,-60.62,147113,101138,0.47,2152,0,0,54,54,0,
316,1938,0.26,5.19,300,0.26,142744.37,-1081.44,147.62,0.33,-60.47,147044,103815,0.47,2154,0,0,51,51,0,
317,1940,0.27,5.18,300,0.26,142707.05,-1065.78,149.15,0.34,-60.32,146984,106391,0.47,2156,0,0,49,49,0,
318,1942,0.27,5.21,300,0.26,142670.37,-1080.85,150.72,0.34,-60.17,146933,109026,0.47,2159,0,0,46,46,0,
319,1944,0.27,5.25,300,0.26,142635.07,-1067.13,152.29,0.34,-60.02,146901,111669,0.48,2161,0,0,43,43,0,
320,1946,0.26,5.34,300,0.26,142601.13,-974.7,153.86,0.34,-59.87,146899,114316,0.49,2163,0,0,41,41,0,
321,1948,0.27,5.43,300,0.26,142568.48,-913.18,155.44,0.34,-59.72,146936,116959,0.5,2165,0,0,38,38,0,
322,1951,0.27,5.6,300,0.26,142536.99,-956.35,157.01,0.34,-59.57,147042,119584,0.51,2167,0,0,35,35,0,
323,1953,0.26,5.77,300,0.27,142506.41,-1015.38,158.59,0.34,-59.42,147224,122129,0.53,2169,0,0,33,33,0,
324,1955,0.26,6.37,300,0.4,142476.37,-1060.34,160.17,0.34,-59.27,147595,124611,0.56,2171,0,0,0,45,0,
325,1958,0.34,7.38,300,0.39,142451.29,-1077.67,161.71,0.34,-59.12,148635,127642,0.56,2175,0,0,44,44,0,
326,1960,0.07,6.66,300,0.39,142424.78,-1063.07,163.29,0.35,-58.97,149624,129319,0.59,2177,0,0,44,44,0,
327,1962,0.39,8.14,300,0.39,142400.32,-1026.79,164.88,0.35,-58.82,150830,130990,0.62,2179,0,0,44,44,0,
328,1966,0.39,8.84,300,0.39,142375.53,-1035.12,166.46,0.35,-58.67,153376,132708,0.59,2182,0,0,44,44,0,
329,1968,0.39,9.63,300,0.39,142350.27,-1022,168.05,0.35,-58.52,156226,133337,0.57,2185,0,0,44,44,0,
330,1970,0.39,10.2,300,0.39,142325.72,-1031.65,169.64,0.35,-58.36,158536,132859,0.57,2186,0,0,44,44,0,
331,1969,0.39,10.11,300,0.39,142301.27,-1040,171.22,0.35,-58.21,159337,131357,0.57,2186,0,0,44,44,0,
332,1967,0.39,8.87,300,0.39,142276.18,-1090.36,172.81,0.36,-58.06,158208,129149,0.57,2183,0,0,44,44,0,
333,1964,0.39,6.17,300,0.39,142250.4,-1072.09,174.4,0.36,-57.91,155806,127183,0.57,2180,0,0,44,44,0,
334,1962,0.39,2.81,300,0.39,142224.66,-1049.79,176,0.36,-57.76,153668,127034,0.57,2179,0,0,44,44,0,
335,1964,0.39,4.82,300,0.39,142199.89,-1020.9,177.59,0.36,-57.61,153484,129206,0.57,2180,0,0,44,44,0,
336,1966,0,6.41,300,0.39,142176.05,-1019.19,179.18,0.36,-57.45,154461,130453,0.57,2182,0,0,44,44,0,
337,1966,0,6.41,300,0.39,142151.92,-1017.13,180.76,0.36,-57.3,154461,130454,0.57,2182,0,0,44,44,0,
338,1966,0,6.42,300,0.39,142127.93,-1052.58,182.34,0.36,-57.15,154462,130455,0.57,2182,0,0,44,44,0,
339,1966,0,6.42,300,0.39,142103.59,-1093.12,183.97,0.37,-57,154463,130455,0.57,2182,0,0,44,44,0,
340,1966,0,6.42,300,0.39,142080.21,-1135.88,185.54,0.37,-56.85,154462,130454,0.57,2183,0,0,44,44,0,
341,1966,0,6.42,300,0.39,142056.34,-1123.93,187.12,0.37,-56.69,154461,130453,0.57,2183,0,0,44,44,0,
342,1967,0,6.42,300,0.39,142032.39,-1157.06,188.7,0.37,-56.54,154461,130454,0.57,2183,0,0,44,44,0,
343,1967,0,6.42,300,0.39,142008.36,-1187.85,190.29,0.37,-56.39,154462,130455,0.57,2183,0,0,44,44,0,
344,1967,0,6.42,300,0.39,141984.22,-1164.34,191.89,0.37,-56.24,154463,130455,0.57,2183,0,0,44,44,0,
345,1967,0,6.42,300,0.39,141959.96,-1177.09,193.49,0.38,-56.09,154462,130454,0.57,2183,0,0,44,44,0,
346,1967,0,6.42,300,0.39,141935.59,-1168.63,195.08,0.38,-55.94,154461,130453,0.57,2183,0,0,44,44,0,
347,1967,0,6.42,300,0.39,141911.1,-1134.83,196.66,0.38,-55.78,154461,130453,0.57,2183,0,0,44,44,0,
348,1967,0,6.42,300,0.39,141886.47,-1162.96,198.24,0.38,-55.63,154461,130453,0.57,2183,0,0,44,44,0,
349,1967,0,6.42,300,0.39,141861.71,-1139.66,199.84,0.38,-55.48,154461,130453,0.57,2183,0,0,44,44,0,
350,1967,0,6.42,300,0.39,141836.78,-1139.12,201.44,0.38,-55.33,154461,130453,0.57,2184,0,0,44,44,0,
351,1968,0,0,300,0.39,141811.72,-1133.46,203.06,0.39,-55.17,154461,130453,0.57,2184,0,0,44,44,0,
352,1968,0,0,300,0.39,141786.58,-1085.44,204.66,0.39,-55.02,154461,130453,0.57,2184,0,0,44,44,0,
353,1968,0,0,300,0.39,141761.41,-1108.14,206.25,0.39,-54.87,154461,130453,0.57,2184,0,0,44,44,0,
354,1968,0,0,300,0.39,141736.15,-1103.16,207.84,0.39,-54.72,154461,130453,0.57,2184,0,0,44,44,0,
355,1968,0,0,300,0.39,141710.86,-1042.18,209.43,0.39,-54.56,154461,130453,0.57,2184,0,0,44,44,0,
356,1968,0,0,300,0.39,141683.39,-1019.7,211.13,0.39,-54.4,154461,130453,0.57,2184,0,0,44,44,0,
357,1968,0,0,300,0.39,141655.44,-1006.92,212.88,0.4,-54.24,154461,130453,0.57,2184,0,0,44,44,0,
358,1968,0,0,300,0.39,141631.07,-1007.93,214.41,0.4,-54.09,154461,130453,0.57,2184,0,0,44,44,0,
359,1968,0,0,300,0.39,141604.33,-1041.68,216.08,0.4,-53.93,154461,130453,0.57,2185,0,0,44,44,0,
360,1969,0,0,300,0.39,141579.27,-997.94,217.65,0.4,-53.78,154461,130453,0.57,2185,0,0,44,44,0,
361,1969,0,0,300,0.39,141554.64,-1006.31,219.19,0.4,-53.63,154461,130453,0.57,2185,0,0,44,44,0,
362,1969,0,0,300,0.39,141527.47,-1037.5,220.89,0.4,-53.47,154461,130453,0.57,2185,0,0,44,44,0,
363,1969,0,0,300,0.39,141502.16,-1045.57,222.46,0.41,-53.32,154461,130453,0.57,2185,0,0,44,44,0,
364,1969,0,0,300,0.39,141474.98,-1036.63,224.16,0.41,-53.16,154461,130453,0.57,2185,0,0,44,44,0,
365,1969,0,0,300,0.39,141450.9,-1084.01,225.65,0.41,-53.02,154461,130453,0.57,2185,0,0,44,44,0,
366,1969,0,0,300,0.39,141419.18,-1069.86,227.62,0.41,-52.83,154461,130453,0.57,2185,0,0,44,44,0,
367,1969,0,0,300,0.39,141391.23,-1053.06,229.36,0.41,-52.66,154461,130453,0.57,2185,0,0,44,44,0,
368,1970,0,0,300,0.39,141365.92,-1061.92,230.93,0.41,-52.51,154461,130453,0.57,2186,0,0,44,44,0,
369,1970,0,0,300,0.39,141336.87,-1091.58,232.73,0.42,-52.34,154461,130453,0.57,2186,0,0,44,44,0,
370,1970,0,0,300,0.39,141315.42,-1127.26,234.05,0.42,-52.21,154461,130453,0.57,2186,0,0,44,44,0,
371,1970,0,0,300,0.39,141267.49,-1130.72,237.01,0.42,-51.93,154461,130453,0.57,2186,0,0,44,44,0,
372,1970,0,0,300,0.39,141241.01,-1157.43,238.65,0.42,-51.77,154461,130453,0.57,2186,0,0,44,44,0,
373,1970,0,0,300,0.39,141212.84,-1180.36,240.38,0.42,-51.61,154461,130453,0.57,2186,0,0,44,44,0,
375,1970,0,0,300,0.39,141182.98,-1134.08,242.22,0.42,-51.43,154461,130453,0.57,2186,0,0,44,44,0,
376,1970,0,0,300,0.39,141151.41,-1097.67,244.16,0.43,-51.25,154461,130453,0.57,2186,0,0,44,44,0,
377,1971,0,0,300,0.39,141118.15,-1031.92,246.21,0.43,-51.05,154461,130453,0.57,2186,0,0,44,44,0,
378,1971,0,0,300,0.39,141083.17,-979.24,248.35,0.43,-50.85,154461,130453,0.57,2187,0,0,44,44,0,
379,1971,0,0,300,0.39,141065.03,-1019.27,249.46,0.43,-50.74,154461,130453,0.57,2187,0,0,44,44,0,
380,1971,0,0,300,0.39,141027.47,-1023.58,251.76,0.43,-50.52,154461,130453,0.57,2187,0,0,44,44,0,
382,1971,0,0,300,0.39,140988.19,-1022.37,254.16,0.44,-50.29,154461,130453,0.57,2187,0,0,44,44,0,
383,1971,0,0,300,0.39,140967.9,-1033.43,255.4,0.44,-50.17,154461,130453,0.57,2187,0,0,44,44,0,
385,1972,0,0,300,0.39,140904.4,-1116.14,259.27,0.44,-49.8,154461,130453,0.57,2187,0,0,44,44,0,
386,1972,0,0,300,0.39,140882.37,-1122.01,260.62,0.44,-49.68,154461,130453,0.57,2187,0,0,44,44,0,
387,1972,0,0,300,0.39,140836.98,-1135.48,263.38,0.44,-49.41,154461,130453,0.57,2188,0,0,44,44,0,
389,1972,0,0,300,0.39,140789.83,-1084.65,266.24,0.45,-49.14,154461,130453,0.57,2188,0,0,44,44,0,
390,1972,0,0,300,0.39,140765.59,-1053.18,267.71,0.45,-49,154461,130453,0.57,2188,0,0,44,44,0,
391,1972,0,0,300,0.39,140740.91,-1057.43,269.21,0.45,-48.86,154461,130453,0.57,2188,0,0,44,44,0,
392,1972,0,0,300,0.39,140715.79,-1077.94,270.73,0.45,-48.71,154461,130453,0.57,2188,0,0,44,44,0,
394,1973,0,0,300,0.39,140664.21,-1041.8,273.85,0.45,-48.41,154461,130453,0.57,2188,0,0,44,44,0,
396,1973,0,0,300,0.39,140610.75,-1043.76,277.08,0.46,-48.1,154461,130453,0.57,2188,0,0,44,44,0,
398,1973,0,0,300,0.39,140555.06,-1116.66,280.44,0.46,-47.78,154461,130453,0.57,2189,0,0,44,44,0,
400,1973,0,0,300,0.39,140497.15,-1104.21,283.93,0.46,-47.45,154461,130453,0.57,2189,0,0,44,44,0,
402,1974,0,0,300,0.39,140437,-1152.02,287.55,0.47,-47.1,154461,130453,0.57,2189,0,0,44,44,0,
403,1974,0,0,300,0.39,140406.09,-1147.8,289.4,0.47,-46.93,154461,130453,0.57,2189,0,0,44,44,0,
405,1974,0,0,300,0.39,140374.61,-1113.02,291.29,0.47,-46.75,154461,130453,0.57,2189,0,0,44,44,0,
406,1974,0,0,300,0.39,140342.57,-1119.84,293.21,0.47,-46.56,154461,130453,0.57,2189,0,0,44,44,0,
407,1974,0,0,300,0.39,140309.97,-1144.8,295.17,0.47,-46.38,154461,130453,0.57,2190,0,0,44,44,0,
409,1974,0,0,300,0.39,140243.06,-1152.17,299.17,0.48,-45.99,154461,130453,0.57,2190,0,0,44,44,0,
411,1974,0,0,300,0.39,140208.76,-1119.3,301.22,0.48,-45.8,154461,130453,0.57,2190,0,0,44,44,0,
412,1975,0,0,300,0.39,140173.89,-1150.71,303.3,0.48,-45.6,154461,130453,0.57,2190,0,0,44,44,0,
413,1975,0,0,300,0.39,140138.45,-1187.03,305.42,0.48,-45.4,154461,130453,0.57,2190,0,0,44,44,0,
415,1975,0,0,300,0.39,140102.43,-1206.41,307.57,0.48,-45.19,154461,130453,0.57,2190,0,0,44,44,0,
416,1975,0,0,300,0.39,140065.85,-1169.13,309.74,0.49,-44.98,154461,130453,0.57,2191,0,0,44,44,0,
417,1975,0,0,300,0.39,140028.69,-1116.52,311.96,0.49,-44.77,154461,130453,0.57,2191,0,0,44,44,0,
420,1976,0,0,300,0.39,139952.66,-1071,316.48,0.49,-44.34,154461,130453,0.57,2191,0,0,44,44,0,
422,1976,0,0,300,0.39,139913.78,-1037.69,318.79,0.49,-44.12,154461,130453,0.57,2191,0,0,44,44,0,
424,1976,0,0,300,0.39,139834.29,-953.54,323.5,0.5,-43.67,154461,130453,0.57,2191,0,0,44,44,0,
426,1976,0,0,300,0.39,139793.69,-901.62,325.91,0.5,-43.44,154461,130453,0.57,2192,0,0,44,44,0,
427,1976,0,0,300,0.39,139752.5,-838.89,328.35,0.5,-43.21,154461,130453,0.57,2192,0,0,44,44,0,
429,1976,0,0,300,0.39,139710.74,-653.51,330.82,0.5,-42.97,154461,130453,0.57,2192,0,0,44,44,0,
432,1977,0,0,300,0.39,139625.47,313.06,335.86,0.51,-42.49,154461,130453,0.57,2192,0,0,44,44,0,
434,1977,0,0,300,0.39,139581.97,140.31,338.43,0.51,-42.25,154461,130453,0.57,2192,0,0,44,44,0,
437,1977,0,0,300,0.39,139493.22,205.49,343.66,0.51,-41.75,154461,130453,0.57,2193,0,0,44,44,0,
440,1978,0,0,300,0.39,139402.15,126.4,349.03,0.52,-41.23,154461,130453,0.57,2193,0,0,44,44,0,
442,1978,0,0,300,0.39,139355.74,264.59,351.76,0.52,-40.97,154461,130453,0.57,2193,0,0,44,44,0,
445,1978,0,0,300,0.39,139261.18,250.19,357.32,0.52,-40.44,154461,130453,0.57,2193,0,0,44,44,0,
449,1979,0,0,300,0.39,139164.3,229.01,363.02,0.53,-39.9,154461,130453,0.57,2194,0,0,44,44,0,
450,1979,0,0,300,0.39,139114.98,295.17,365.91,0.53,-39.62,154461,130453,0.57,2194,0,0,44,44,0,
454,1979,0,0,300,0.39,139014.62,227.94,371.8,0.53,-39.06,154461,130453,0.57,2194,0,0,44,44,0,
458,1980,0,0,300,0.39,138911.93,206.53,377.82,0.54,-38.48,154461,130453,0.57,2195,0,0,44,44,0,
462,1980,0,0,300,0.39,138806.92,318.86,383.97,0.54,-37.9,154461,130453,0.57,2195,0,0,44,44,0,
465,1980,0,0,300,0.39,138699.61,109.01,390.25,0.55,-37.3,154461,130453,0.57,2195,0,0,44,44,0,
467,1981,0,0,300,0.39,138645.09,-433.37,393.44,0.55,-36.99,154461,130453,0.57,2196,0,0,44,44,0,
471,1981,0,0,300,0.39,138534.88,-1078.37,399.88,0.55,-36.38,154461,130453,0.57,2196,0,0,44,44,0,
475,1981,0,0,300,0.39,138424.6,-1142.19,406.33,0.56,-35.76,154461,130453,0.57,2196,0,0,44,44,0,
479,1982,0,0,300,0.39,138314.25,-967.44,412.78,0.56,-35.14,154461,130453,0.57,2197,0,0,44,44,0,
483,1982,0,0,300,0.39,138203.85,-1063.52,419.24,0.57,-34.53,154461,130453,0.57,2197,0,0,44,44,0,
